algorithm,original_filename,score
bbhe,MuzYhuKsV6.png,6.51608943939209
bbhe,7OKvzizH.png,0.0
bbhe,eD80tfb0.png,24.03792381286621
bbhe,1UXZfhm4.png,4.364922523498535
bbhe,VaD7nRZa.png,23.15155792236328
bbhe,Cc00ToIMR8.png,17.17180633544922
bbhe,5RvkxlEn.png,17.74236488342285
bbhe,2462.png,0.0
bbhe,iB4bryDl.png,0.5710616111755371
bbhe,cWgtknxT.png,6.554866790771484
bbhe,2482.png,20.709095001220703
bbhe,HyRDlr6n.png,10.222404479980469
bbhe,vdTpgLvv.png,9.219498634338379
bbhe,Npu9rXIe.png,8.070772171020508
bbhe,ArTcMtzr.png,18.04437255859375
bbhe,2712.png,22.625564575195312
bbhe,CIVzV3mb.png,26.92761993408203
bbhe,3dvapOjm.png,2.351597547531128
bbhe,e6F1B4Nu.png,13.01853084564209
bbhe,2952.png,34.7939338684082
bbhe,FH6CKJPm.png,6.120241165161133
bbhe,9zHgXPOC.png,5.327597141265869
bbhe,myOVtxk2.png,9.544876098632812
bbhe,3732.png,40.71615219116211
bbhe,t4bWTXvcYK.png,32.339202880859375
bbhe,1GM0KHq0.png,25.602590560913086
bbhe,4542.png,32.04521560668945
bbhe,1U1JtTj5.png,20.325674057006836
bbhe,3HtNl6m1.png,1.4585223197937012
bbhe,XC3SwDUL.png,0.0
bbhe,0cbjzEYU.png,15.79622745513916
bbhe,kPVkAyrY.png,14.94989013671875
bbhe,CmpRCo4s.png,5.125598907470703
bbhe,rsfnjiLK.png,19.292903900146484
bbhe,0PYwg4mI.png,0.0
bbhe,kyQ2yLJO.png,10.561399459838867
bbhe,EVyObaim.png,17.03323745727539
bbhe,p5UHDR4B.png,38.872703552246094
bbhe,8uJvuh9c.png,26.959796905517578
bbhe,a1Zj8R9J.png,2.40352725982666
bbhe,YDA8oX3r.png,13.371041297912598
bbhe,nI8qfDOzfs.png,35.79786682128906
bbhe,P7DvpTbO.png,5.697746753692627
bbhe,oMQIIlkmQs.png,7.86431360244751
bbhe,aq7UpMwwxj.png,0.0
bbhe,p7AcQyu4.png,10.374614715576172
bbhe,jYXigTxy.png,0.0
bbhe,uzq8JHcv.png,8.825544357299805
bbhe,Ck4khjdQ.png,35.85847473144531
bbhe,RV2ohLWa.png,34.48912811279297
bbhe,oSFm1qls.png,6.483089447021484
bbhe,imyyw77u.png,18.145790100097656
bbhe,4342.png,53.85194778442383
bbhe,5392.png,0.0
bbhe,571OQBB3.png,18.033132553100586
bbhe,EPZR1fy0.png,5.888592720031738
bbhe,DApUfYfM.png,0.0
bbhe,Tatbt7GF.png,21.094240188598633
bbhe,2632.png,0.0
bbhe,LfTAP6mC.png,15.561959266662598
bbhe,UrQOC1ml.png,4.946526050567627
bbhe,SysAwAyC.png,27.648605346679688
bbhe,1JjDOfGV.png,7.447600841522217
bbhe,C5dRF6Bx.png,20.201236724853516
bbhe,rTZ2kCFZ.png,20.2464656829834
bbhe,4GhWdDgL.png,7.202637195587158
bbhe,1qi37zp9.png,13.15174674987793
bbhe,ZYf6pW74.png,23.543582916259766
bbhe,jNBwbjpf.png,0.0
bbhe,SNx8RfoB.png,27.48090934753418
bbhe,2572.png,18.781740188598633
bbhe,2372.png,0.0
bbhe,KqXeI8YB.png,24.16115379333496
bbhe,4112.png,10.996820449829102
bbhe,1952.png,0.0
bbhe,v8BUbM0qzh.png,0.0
bbhe,GBSztbDR.png,16.820354461669922
bbhe,jhoN0GAh.png,14.861879348754883
bbhe,dYALjrEi.png,27.031524658203125
bbhe,xadCi5HBxc.png,8.484888076782227
bbhe,oMvb4N1U.png,45.78530502319336
bbhe,vwj2tucD.png,24.298419952392578
bbhe,NCieZQsu.png,5.604971408843994
bbhe,fDVGdljM.png,1.4180400371551514
bbhe,j7Xr6qTR.png,14.794576644897461
bbhe,8VsJwN6h.png,8.307990074157715
bbhe,3LMlKF8J.png,13.213120460510254
bbhe,L89OcRuX.png,19.90050506591797
bbhe,RTteaWRH.png,24.898820877075195
bbhe,p5atvZRX.png,9.320292472839355
bbhe,emEWx4JF.png,2.938542366027832
bbhe,ujrogeR3.png,0.0
bbhe,7hELOk55.png,26.183246612548828
bbhe,912.png,20.093477249145508
bbhe,aI3134Gxqs.png,0.12914730608463287
bbhe,phLN04FA.png,15.45708179473877
bbhe,UWcUPcvd.png,20.26923179626465
bbhe,PekClLmT.png,37.63605499267578
bbhe,jb2OPpkq.png,12.02234935760498
bbhe,trqsuJYz.png,20.420440673828125
bbhe,cSCqquLSO7.png,48.97731018066406
bbhe,png94Aoo.png,49.442283630371094
bbhe,syEnsfOi.png,34.62895965576172
bbhe,vi109UTc.png,23.613344192504883
bbhe,ZfmtpDL9.png,6.606301307678223
bbhe,RR0kaogm.png,0.0
bbhe,S8ISSF7y.png,32.398231506347656
bbhe,Hq2PRwHf.png,0.0
bbhe,DFxh5iCv0V.png,37.86553192138672
bbhe,nvlANjdbd6.png,8.118398666381836
bbhe,FRFRsMss.png,11.678162574768066
bbhe,D6ooFFsb.png,40.38368606567383
bbhe,IRNeuPY7Fs.png,8.572818756103516
bbhe,iR11xmm6.png,14.953747749328613
bbhe,UPWvipTI.png,37.82051467895508
bbhe,IUY4ozVz.png,27.606733322143555
bbhe,15OshbSL.png,8.535866737365723
bbhe,38aOJGmc.png,9.538803100585938
bbhe,3zjXPhH6.png,5.375304222106934
bbhe,PBftIQuS.png,14.370931625366211
bbhe,AfQjsi4W.png,19.22225570678711
bbhe,LsKt0JiE.png,0.0
bbhe,wjEH5Wse.png,16.555709838867188
bbhe,kqFfRw0s.png,12.327859878540039
bbhe,YN3WBEw4Nm.png,2.2196946144104004
bbhe,3892.png,25.00222396850586
bbhe,YXlYNduz.png,18.428607940673828
bbhe,5bUMtSIR.png,4.875721454620361
bbhe,fHkWwhPL.png,11.7047758102417
bbhe,1122.png,7.38195276260376
bbhe,1002.png,28.720867156982422
bbhe,T8m5vOOh.png,3.067937135696411
bbhe,5jZ7JEaf.png,7.066011905670166
bbhe,1GjI0YIS.png,30.425106048583984
bbhe,ZubodrV3.png,33.34393310546875
bbhe,Aou9FnAk.png,13.736760139465332
bbhe,KK8BVNDT.png,2.6307992935180664
bbhe,ukDHdzTk.png,33.759849548339844
bbhe,st8rpLhL.png,18.664358139038086
bbhe,hZFzX6tN.png,15.343990325927734
bbhe,jfvtHMHq.png,24.644208908081055
bbhe,HRIDu722.png,44.919437408447266
bbhe,waIStcBU.png,26.2183895111084
bbhe,1hE4hLmY.png,0.0
bbhe,2492.png,24.07535171508789
bbhe,u7ncOHkN.png,0.0
bbhe,Pdk7EOAN.png,5.13922643661499
bbhe,nW0D1IyP.png,22.3810977935791
bbhe,WpMKEZlQ.png,23.154985427856445
bbhe,sIRg3bxV.png,28.56475067138672
bbhe,uul3ykO7.png,20.379928588867188
bbhe,lDGCNIdULi.png,21.75015640258789
bbhe,61a6Lr0z.png,21.550588607788086
bbhe,3342.png,46.872589111328125
bbhe,nv0a6iSz.png,0.0
bbhe,LWrPSUGL.png,7.026709079742432
bbhe,S63ETFU7.png,27.00434112548828
bbhe,r8va3t5s.png,9.524604797363281
bbhe,GAsEU2H1.png,0.0
bbhe,KoUS8MUu.png,18.185991287231445
bbhe,K6Zzjawc.png,19.680269241333008
bbhe,wOo8ErAp.png,6.292436599731445
bbhe,xbCT8GYB.png,4.5833916664123535
bbhe,nwsa6vQR.png,3.1319820880889893
bbhe,jWmtaMHD.png,4.291170120239258
bbhe,YSv3ZMAB.png,11.681116104125977
bbhe,CA0apLYe.png,0.0
bbhe,f59DwMeQ.png,12.112186431884766
bbhe,C2sW02Pb.png,28.336517333984375
bbhe,76YyJwJY.png,5.33682107925415
bbhe,eZOixM83.png,8.00037670135498
bbhe,Wlm1gZ36.png,5.709720134735107
bbhe,uzUpltzR.png,24.84242820739746
bbhe,w76UyAAA.png,7.1610307693481445
bbhe,lbJ9bk0k.png,12.390629768371582
bbhe,sfk3xiQF.png,27.372835159301758
bbhe,5sMX8TjO.png,10.098966598510742
bbhe,gx8Ivlr7.png,40.09077835083008
bbhe,aNnbkReO.png,8.697813987731934
bbhe,f1B2hShN.png,7.666508197784424
bbhe,3qJF9mJq.png,7.808417320251465
bbhe,InXetlKB.png,0.0
bbhe,5022.png,51.36166763305664
bbhe,p1YUESDg.png,23.15155792236328
bbhe,isiXY0j2.png,11.647359848022461
bbhe,WCDgx0hR.png,0.0
bbhe,9OjeQH6M.png,12.987931251525879
bbhe,YEstuk8V.png,36.59891128540039
bbhe,AVCp2OuH.png,7.155467987060547
bbhe,76jFmOA9.png,8.322989463806152
bbhe,uWqIuxIe.png,33.1566162109375
bbhe,4532.png,16.894210815429688
bbhe,0AKZCRZA.png,8.678058624267578
bbhe,g31rhVzQ.png,0.0
bbhe,pqpowjWytV.png,6.043870449066162
bbhe,1432.png,0.0
bbhe,j1xXEzjl.png,2.617124080657959
bbhe,tOdxgRa3.png,5.981056213378906
bbhe,SmVALmIE.png,22.87826156616211
splinet,wOo8ErAp.png,11.309343338012695
splinet,r8va3t5s.png,9.568270683288574
splinet,2372.png,0.0
splinet,AVCp2OuH.png,3.5592870712280273
splinet,phLN04FA.png,11.847352027893066
splinet,pqpowjWytV.png,11.525079727172852
splinet,1122.png,0.0
splinet,AfQjsi4W.png,17.319353103637695
splinet,76jFmOA9.png,0.023932049050927162
splinet,w76UyAAA.png,4.843376159667969
splinet,38aOJGmc.png,0.0
splinet,oSFm1qls.png,26.00484275817871
splinet,nv0a6iSz.png,0.0
splinet,p1YUESDg.png,21.019582748413086
splinet,aI3134Gxqs.png,13.576447486877441
splinet,1JjDOfGV.png,13.779799461364746
splinet,9zHgXPOC.png,12.003418922424316
splinet,PekClLmT.png,32.3791389465332
splinet,gx8Ivlr7.png,45.507080078125
splinet,DApUfYfM.png,0.0
splinet,tOdxgRa3.png,9.22851276397705
splinet,eD80tfb0.png,19.157312393188477
splinet,8VsJwN6h.png,5.255057334899902
splinet,YEstuk8V.png,29.06458854675293
splinet,5bUMtSIR.png,6.088620185852051
splinet,syEnsfOi.png,34.48152160644531
splinet,3dvapOjm.png,2.6821177005767822
splinet,4532.png,6.163846969604492
splinet,oMvb4N1U.png,43.18323516845703
splinet,MuzYhuKsV6.png,0.8904487490653992
splinet,S63ETFU7.png,24.740596771240234
splinet,3LMlKF8J.png,4.311209201812744
splinet,xadCi5HBxc.png,14.99134349822998
splinet,u7ncOHkN.png,0.0
splinet,uzq8JHcv.png,0.40063613653182983
splinet,2632.png,0.0
splinet,f1B2hShN.png,3.935606002807617
splinet,1GjI0YIS.png,11.49287223815918
splinet,KK8BVNDT.png,3.866584539413452
splinet,Cc00ToIMR8.png,11.564284324645996
splinet,Aou9FnAk.png,17.88920783996582
splinet,5jZ7JEaf.png,13.814106941223145
splinet,RV2ohLWa.png,29.995595932006836
splinet,p5atvZRX.png,13.983823776245117
splinet,Wlm1gZ36.png,7.3198676109313965
splinet,ZubodrV3.png,32.563594818115234
splinet,xbCT8GYB.png,9.91763687133789
splinet,DFxh5iCv0V.png,34.09177780151367
splinet,uWqIuxIe.png,32.31846237182617
splinet,YXlYNduz.png,38.02186584472656
splinet,t4bWTXvcYK.png,29.406253814697266
splinet,aq7UpMwwxj.png,0.0
splinet,1hE4hLmY.png,1.385750651359558
splinet,p7AcQyu4.png,5.147602081298828
splinet,lbJ9bk0k.png,7.43571138381958
splinet,j7Xr6qTR.png,17.340167999267578
splinet,D6ooFFsb.png,30.807392120361328
splinet,0PYwg4mI.png,0.0
splinet,aNnbkReO.png,3.226491689682007
splinet,LsKt0JiE.png,0.0
splinet,oMQIIlkmQs.png,0.0
splinet,VaD7nRZa.png,21.019582748413086
splinet,LWrPSUGL.png,12.593793869018555
splinet,HRIDu722.png,41.070404052734375
splinet,YN3WBEw4Nm.png,17.827850341796875
splinet,NCieZQsu.png,0.0
splinet,2492.png,27.734548568725586
splinet,g31rhVzQ.png,0.0
splinet,ZYf6pW74.png,8.896533966064453
splinet,K6Zzjawc.png,22.753536224365234
splinet,Hq2PRwHf.png,0.5623893141746521
splinet,61a6Lr0z.png,17.99733543395996
splinet,WpMKEZlQ.png,25.287878036499023
splinet,Pdk7EOAN.png,9.498451232910156
splinet,T8m5vOOh.png,8.239811897277832
splinet,C2sW02Pb.png,29.907442092895508
splinet,f59DwMeQ.png,9.625518798828125
splinet,76YyJwJY.png,4.025207042694092
splinet,hZFzX6tN.png,14.789977073669434
splinet,3342.png,52.26531219482422
splinet,jYXigTxy.png,9.702325820922852
splinet,1U1JtTj5.png,32.798004150390625
splinet,5sMX8TjO.png,9.53627872467041
splinet,3HtNl6m1.png,5.154056072235107
splinet,vi109UTc.png,17.63754653930664
splinet,dYALjrEi.png,25.9232120513916
splinet,5392.png,9.96052360534668
splinet,myOVtxk2.png,9.120769500732422
splinet,4GhWdDgL.png,3.9007034301757812
splinet,RTteaWRH.png,38.091487884521484
splinet,9OjeQH6M.png,9.390700340270996
splinet,fDVGdljM.png,11.810571670532227
splinet,IRNeuPY7Fs.png,19.020185470581055
splinet,p5UHDR4B.png,39.30646514892578
splinet,SysAwAyC.png,18.047760009765625
splinet,e6F1B4Nu.png,18.963563919067383
splinet,1UXZfhm4.png,9.884053230285645
splinet,vdTpgLvv.png,10.576192855834961
splinet,cSCqquLSO7.png,51.99695587158203
splinet,HyRDlr6n.png,11.759212493896484
splinet,kPVkAyrY.png,7.682096481323242
splinet,PBftIQuS.png,19.131757736206055
splinet,CmpRCo4s.png,8.0537748336792
splinet,7OKvzizH.png,0.0
splinet,LfTAP6mC.png,4.7828755378723145
splinet,kqFfRw0s.png,16.590898513793945
splinet,3qJF9mJq.png,5.608713626861572
splinet,SmVALmIE.png,18.09166145324707
splinet,YDA8oX3r.png,6.846680641174316
splinet,2572.png,15.18325424194336
splinet,2462.png,0.0
splinet,emEWx4JF.png,0.0
splinet,jfvtHMHq.png,15.901284217834473
splinet,cWgtknxT.png,5.67665958404541
splinet,7hELOk55.png,6.3105854988098145
splinet,EVyObaim.png,12.770753860473633
splinet,trqsuJYz.png,29.06526756286621
splinet,S8ISSF7y.png,28.143829345703125
splinet,4342.png,69.6146240234375
splinet,uul3ykO7.png,12.087189674377441
splinet,4542.png,24.429025650024414
splinet,Tatbt7GF.png,14.412125587463379
splinet,912.png,20.932113647460938
splinet,nwsa6vQR.png,0.0
splinet,ujrogeR3.png,0.0
splinet,Ck4khjdQ.png,31.38967514038086
splinet,KoUS8MUu.png,16.544801712036133
splinet,ukDHdzTk.png,35.105064392089844
splinet,1432.png,6.722821235656738
splinet,3zjXPhH6.png,7.108224868774414
splinet,C5dRF6Bx.png,19.330751419067383
splinet,InXetlKB.png,0.0
splinet,5RvkxlEn.png,5.699081897735596
splinet,KqXeI8YB.png,55.56043243408203
splinet,iB4bryDl.png,13.411051750183105
splinet,rsfnjiLK.png,21.24601173400879
splinet,GAsEU2H1.png,3.01546049118042
splinet,3732.png,39.109458923339844
splinet,571OQBB3.png,11.450613975524902
splinet,uzUpltzR.png,15.818779945373535
splinet,0cbjzEYU.png,14.880794525146484
splinet,jNBwbjpf.png,0.0
splinet,CIVzV3mb.png,18.850053787231445
splinet,P7DvpTbO.png,12.783727645874023
splinet,IUY4ozVz.png,24.581430435180664
splinet,sIRg3bxV.png,27.65281105041504
splinet,ArTcMtzr.png,17.483217239379883
splinet,iR11xmm6.png,17.27465057373047
splinet,nvlANjdbd6.png,1.1985416412353516
splinet,WCDgx0hR.png,0.0
splinet,YSv3ZMAB.png,16.506465911865234
splinet,kyQ2yLJO.png,16.64137840270996
splinet,rTZ2kCFZ.png,9.67428207397461
splinet,8uJvuh9c.png,28.33186912536621
splinet,png94Aoo.png,50.31886291503906
splinet,ZfmtpDL9.png,13.310439109802246
splinet,a1Zj8R9J.png,0.21998056769371033
splinet,FRFRsMss.png,0.9930204153060913
splinet,3892.png,27.330591201782227
splinet,2482.png,4.945781707763672
splinet,1qi37zp9.png,10.684760093688965
splinet,15OshbSL.png,10.199810028076172
splinet,L89OcRuX.png,11.583507537841797
splinet,UWcUPcvd.png,21.938411712646484
splinet,1002.png,24.37935447692871
splinet,FH6CKJPm.png,0.0
splinet,jhoN0GAh.png,29.913209915161133
splinet,fHkWwhPL.png,12.350394248962402
splinet,nI8qfDOzfs.png,37.8409309387207
splinet,j1xXEzjl.png,2.6965174674987793
splinet,SNx8RfoB.png,25.07437515258789
splinet,jb2OPpkq.png,17.072057723999023
splinet,st8rpLhL.png,22.256458282470703
splinet,eZOixM83.png,0.0
splinet,isiXY0j2.png,9.16826057434082
splinet,0AKZCRZA.png,6.02356481552124
splinet,XC3SwDUL.png,0.0
splinet,Npu9rXIe.png,3.69357967376709
splinet,waIStcBU.png,26.60192108154297
splinet,1GM0KHq0.png,21.75013542175293
splinet,sfk3xiQF.png,24.959184646606445
splinet,vwj2tucD.png,27.300064086914062
splinet,nW0D1IyP.png,34.77268981933594
splinet,EPZR1fy0.png,0.0
splinet,5022.png,36.14440155029297
splinet,v8BUbM0qzh.png,0.0
splinet,2952.png,33.00423049926758
splinet,UrQOC1ml.png,0.0
splinet,4112.png,3.8903703689575195
splinet,lDGCNIdULi.png,16.953792572021484
splinet,RR0kaogm.png,6.2883453369140625
splinet,wjEH5Wse.png,20.315521240234375
splinet,jWmtaMHD.png,35.71808624267578
splinet,GBSztbDR.png,10.185025215148926
splinet,CA0apLYe.png,7.390055179595947
splinet,2712.png,22.106142044067383
splinet,1952.png,0.0
splinet,imyyw77u.png,12.26710319519043
splinet,UPWvipTI.png,43.67570114135742
no_processing,r8va3t5s.png,12.528337478637695
no_processing,f59DwMeQ.png,17.063596725463867
no_processing,HyRDlr6n.png,10.463213920593262
no_processing,v8BUbM0qzh.png,0.0
no_processing,EVyObaim.png,16.6953125
no_processing,3LMlKF8J.png,15.281523704528809
no_processing,0cbjzEYU.png,18.013145446777344
no_processing,p7AcQyu4.png,9.507952690124512
no_processing,YSv3ZMAB.png,1.1929500102996826
no_processing,S63ETFU7.png,27.800012588500977
no_processing,912.png,18.169666290283203
no_processing,L89OcRuX.png,17.860000610351562
no_processing,KqXeI8YB.png,11.048681259155273
no_processing,xadCi5HBxc.png,16.30255126953125
no_processing,5022.png,34.189144134521484
no_processing,oMvb4N1U.png,27.232418060302734
no_processing,XC3SwDUL.png,0.0
no_processing,PBftIQuS.png,27.228256225585938
no_processing,kPVkAyrY.png,9.976974487304688
